"Drug","User","Date","Period","Review","Score","Likes","Page"
"Cariprazine","Mgggg","July 2, 2017","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 This was the worst drug I've ever been put on in my entire life. It literally ruined me for months. I couldn't see colors the same, I could hardly read or look at a computer screen. I was so restless and tired all at the same time I feel useless. My body always felt tired and I was so irritated that if anyone even put their hand on me it would bug me out and hurt my skin.  When I finally got off, I lost my vision completely for four days and ended up in the emergency room. Literally all I could see were shapes.  It was a horrifying and traumatic experience that scared me from ever going on pharmaceuticals ever again despite how bad my bipolar disorder is.  Absolutely the worst medication I've ever been and I'm mad I trusted my doctor",0,36,8
"Cariprazine","zolar","June 30, 2017","-","<b>Vraylar (cariprazine):</b>			 This has been a miracle drug for me. It's evened out my severe mood swings.  I have some side effects including weight gain, back ache, pursing my lips and heartburn, but I'm staying on it because I'm starting to feel so normal.",0,25,8
"Cariprazine","Penguin143","June 28, 2017","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 Vraylar saved my life. I was diagnosed bipolar in my early 20's. I went through a 5 year stint of hard drugs nearly killing myself. After getting sober in 2010, I  took Depacot (made me gain a ton of weight) Lithium ( gave me intense tremors and I was always thirsty). So, I decided to go off meds. Relapsed on alcohol. Found myself in the hospital within a month for trying to commit suicide. I went to a partial hospitalization program where the psych Dr prescribed me Vraylar. I swear within 3 days, I was a new person. I had tons of energy, I was happy, and it's only been a week I am still only on the 1.5 dose. I am so thankful for this drug. I am usually extremely sensitive to psych meds and have experience no side affects.",0,60,8
"Cariprazine","MD1","June 22, 2017","-","<b>Vraylar (cariprazine):</b>			 I have been on Vraylar for probably 4 or 5 months now. It has been great. At first I didn't think it helped, then we doubled my dose from 3 mg to 6 mg and it started to work. It keeps my mixed episodes at bay, which are always the ones that get me hospitalized. Any drug that will keep me out of the hospital is a miracle drug for me. Also, I have gained no weight on it (I've actually lost 7 lbs) despite the studies showing quick weight gain. Overall, I'd say give Vraylar a shot if your doctor recommends it. There are very few side effects compared to the other atypicals I've been on, and I've been on quite a few. Also, go to Vraylar's website and get the coupon called Vraypay. It reduced my copay to just $15!",0,31,8
"Cariprazine","Anonymous","June 19, 2017","Taken for less than 1 month","My daughter has severe austism and was given this for it. This medication started out for about two weeks calming behaviors of my child. Then around the third week, my daughter became more disengaged at home and at school. The staff at her school said she seemed spooked when they walked in the hallways, a therapist said she appeared to be looking through her. My child had the skill of saying when she needed to go to the bathroom, and initiating  each day to take a bath. After about two weeks on this medication she lost those skills, no longer mentioned she wanted to take a bath on her own and when I tried taking her a bath she was resistant to it and when I would take her to the bathroom to use the restroom she was resistance. She also became constipated. Thank goodness I took her off this.",2,0,8
"Cariprazine","Rennae","June 16, 2017","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I have lost 30 lbs in four months. I am starting school and feel the best I have felt in 10 years. It has been life changing to me I am on Vraylar 3 mg.",0,37,8
"Cariprazine","AudKaz","May 24, 2017","Taken for 6 months to 1 year","I started Vraylar about 9 months ago because nothing else was working. I have had more energy, more alertness and more interest in people and things. I am taking 4.5 mg per day. For years I never planned anything in the morning because I just wasn't with it enough to function. Recently I went for a routine dental checkup and was found to have 7 cavities; 4 of which are under crowns. It will cost about $6,000 to fix this. I blame the medication as nothing else has changed in me life. I am wondering if anyone else has experienced this problem.",0,1,8
"Cariprazine","mustangman224","May 23, 2017","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 Have had a great experience with vraylar. Went from oversleeping on a regular basis (on risperidone) to sleeping a healthy 8-10 hours. Feel sharper, more social, and generally in a better mood. Unfortunately have been dealing with insomnia and on and off nausea. It's been two weeks since starting. Overall the positives outweigh the negatives and I'm hoping the side effects subside over time. Give it a shot.",0,31,9
"Cariprazine","DietzT","May 12, 2017","-","<b>Vraylar (cariprazine):</b>			 After 12 years of various medications to treat my Bipolar I I have finally found true stability and my new normal. No more mood swings no more panic attacks-literally gone. All I take is 3mg of vraylar now after years of being on 3, 4 sometimes 5 meds. This is truly a miracle drug for me. I am on such an even keel I had no idea I could ever live like this. So grateful.",0,35,9
"Cariprazine","Alice 123456","May 11, 2017","-","<b>Vraylar (cariprazine):</b>			 This drug was a nightmare for me. I have Mood Regulation Disorde. I was totally anxiety ridden one minute and hiding in my closet crying the next. Tired as heck one minute then hyper and crazy the next. I have never had mood swings this severe in my life. This medication also gave me tons of other physical symptoms such as high blood pressure, nausea, and a general feeling of being happy and sad at the same time. I've tried a ton of meds, and this is the worst one to date.  Also, it should be noted, if your sensitive to weight gain, the trials on the drug did show 1-2 lbs gained in 3 weeks. So you might want to watch out for that.",0,23,9
"Cariprazine","Sad blue eyes","April 29, 2017","Taken for 6 months to 1 year","<b>Vraylar (cariprazine):</b>			 This medication works for me. I can get housework done, mow the grass, and just push myself to do things now. Sometimes I can't sit still. Side effects were sore muscles and nauseous which went away after a few days. Depression is gone. Only thing is it makes me nervous a little bit and on edge so I take something else for that.",0,29,9
"Cariprazine","rachel7","April 26, 2017","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 This medication has been a life changer for me. No weight gain. Side effects for the first week or so. I did become dependent on it and become crazy after missing a few doses of it. It is absolutely perfect for MIXED episodes. It is the best medication I have found so far. I have been taking for about two months I believe.",0,32,9
"Cariprazine","MC64282","April 3, 2017","-","<b>Vraylar (cariprazine):</b>			 I'm not even up to the full dose on this medication and I feel great! Started 1.5 mg about a week ago going up to 3 mg tomorrow. My anxiety is gone and I haven't needed any Ativan. I'm happier and more up beat. It's so nice to feel like myself again after two years feeling a little off. The only thing was I experienced some nausea the first few days but I think it's going away.",0,27,9
"Cariprazine","Leeza1967","March 26, 2017","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 This is my second post, I was waiting for my insurance to approve this med....been on samples starting at 1.5, then to 3mg, and now 4.5mg, other then a little bit of restlessness, I am tolerating this med quite well (after trying over 40 other meds) it has been 2 months since I began taking it, and at least some of the suicidal thoughts have dissipated...I will continue to take it, and work up to 6mg starting next month....but by far, one of the best Bipolar meds I have tried in over 9 years!",0,32,9
"Cariprazine","Camoprincess86","March 25, 2017","-","<b>Vraylar (cariprazine):</b>			 I started this 2 weeks ago. I have mixed manic bipolar disorder. I was on latuda and Risperdal for 3 years. I finally got off of them after the doctor realized it was messing with me. On vraylar I noticed I sleep less like only 8 hours instead of 10-12. I also feel better I don't hear voices anymore and I felt good enough to cut and color my hair. 2 weeks ago that would've been out if the question. I've started exercising and I've noticed the side effect of restlessness. I hope it goes away! Overall this is a wonder drug!",0,33,9
"Cariprazine","Mags123","March 25, 2017","-","<b>Vraylar (cariprazine):</b>			 So far I have found this drug great. I've taken many anti depressants since I was 16 ( now 33) and just was diagnosed with bipolar. Feeling much more energy at times I don't know what to do so I workout",0,24,9
"Cariprazine","BipolarAmy","March 17, 2017","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I've been taking Vraylar for 2 weeks now and have noticed a huge increase in my libido. No other side effects and I am definitely having less anxiety and much better impulse control! It almost feels like someone stepped into my mind and organized everything!",0,37,9
"Cariprazine","awilliams13","March 16, 2017","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 Best drug I have been on so far. Has no side effects that I have found. Doesn't make you feel sick or dizzy like other drugs have done for me.",0,17,9
"Cariprazine","Famous James","March 9, 2017","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 1) Have become very forgetful.  2) I daze out alot.  3) Hard breathing sometimes. 4) sleeplessness. 5) constantly have to be moving. 6) no real drive",0,22,9
"Cariprazine","Leeza1967","February 13, 2017","-","<b>Vraylar (cariprazine):</b>			 Been on Vraylar  3 weeks, and within the first 2-3 days noticed a HUGE difference in my energy level, and actually got out of the fetal position I usually lay in almost all day....although, there are only so many things I can actually do around my house and living alone, so a lot of built-up energy, that finds me pacing and wanting to call and talk to every person I know, (which doesn't work great, feeling like a bother to everyone) the depression went away within a few days of starting this med, but has since felt like it is returning,  I am currently taking 3mg, and been waiting 5 days for my insurance to actually Approve that they will pay for it, in order for me to continue taking it at a 4.5mg dose, also a HUGE increase in appetite!",0,30,9
"Cariprazine","Weird hiccups side effect","February 11, 2017","-","<b>Vraylar (cariprazine):</b>			 I started this medication 3 days ago and I never get side effects for medication ever.  This medication messed me up. From the first day I started getting headaches, nausea, diarrhea, and vomiting multiple times a day, I completely loss my appetite and the weird side effect I got is hiccups. I literally get hiccups 8-10 times a day. I'm stopping this medication cause it's not worth feeling like poop all day.",0,34,9
"Cariprazine","Twynlyn","February 10, 2017","-","<b>Vraylar (cariprazine):</b>			 Tonight is the first time I have taken Vraylar. It is 2/9/17. I plan to give this medicine a chance, and will keep others posted on how it is affecting me. I was very hesitant trying a new drug. My doctor is supplying me with 1.5mg samples. I do feel like a guinea pig because there doesn't seem to be very much feedback on Vraylar so far. I've been diagnosed for many years now as having Bipolar 2 and severe anxiety disorder. I do have a history or intense anger, manic episodes and sadness. Currently I am taking Xanax up to 3 times per day as needed for anxiety,  Lamictal 200mg and Lorazepam 2mg at night. I also take 2 types of thyroid meds during the day. I am very hopeful that Vraylar will work, but really fear weight gain. This is post #1.",0,30,9
"Cariprazine","Novrayler","January 28, 2017","-","<b>Vraylar (cariprazine):</b>			 This medication worked for me for about 3 weeks. I started on 1.5mg then my doctor increased it to 3mg. After the increased I had an upset stomach, my chest felt very heavy, and it was difficult for my to swallow and speak without gasping for air. My doctor wants me to go back down to 1.5mg I told my doctor I am taking myself off. Anything that bothers my breathing I can't tolerate.",0,30,9
"Cariprazine","JackMag","January 25, 2017","-","<b>Vraylar (cariprazine):</b>			 Started taking Vraylar for bipolar depression after a huge miss with Latuda. Started at 1.5 mg and it worked quite well. Doctor upped dosage to 3 mg but a severe case of akathisia set in where I would force myself to sleep just to stop moving. It was dreadful. Went back down to 1.5 mg and it's been wonderful fighting the depression and seasonal affective disorder.",0,27,9
"Cariprazine","Ahc93","January 16, 2017","-","<b>Vraylar (cariprazine):</b>			 Made my depression disappear with cost. I started having chest pains during exercise and having severe  hallucinations. Could not drive and felt dissocaitive. Felt naseauted yet starving and yet had no will to eat. Gained 3 pounds in two days taking this drug. I also had trouble urinating and it was painful. Only took for a week before stopping at 3mg.",0,27,9
"Cariprazine","RRdad","January 7, 2017","Taken for 1 to 6 months","My doctor prescribed it off label two months ago for my treatment-resistant unipolar depression. I noticed a marked increase in energy level and decrease in suicide ideation within a week of starting, and I'm fairly sure it isn't a placebo effect. Side effects are minimal compared to the many SSRIs and SNRIs I've been on previously (among other things, no weight gain). So far, so good, but because it's off label it isn't covered under my insurance plan. We're hoping that changes before my doctor runs out of samples.",8,3,9
"Cariprazine","Chiyo","January 7, 2017","-","<b>Vraylar (cariprazine):</b>			 A couple of weeks after taking Vraylar I started noticing that (as having Bipolar 2) my moods weren't really changing. Finally, sometime near the third week, I started noticing that I was pacing, couldn't seem to concentrate on anything, and had a hard time simply sitting down. I realized that it was making me manic. I DO NOT AT ALL would want anyone else to take this if anyone notices these side effects. I am going to stop it immediately, I nearly had a breakdown. Could not stop crying. Also going to talk to my doctor about it, but I can't continue it. I wasn't even paying for it because I was taking a sampler, and my doctor was going to give me a voucher to see if my insurance would take it.",0,36,9
"Cariprazine","ThePlantagenet","January 7, 2017","-","<b>Vraylar (cariprazine):</b>			 This has been the most effective medicine I have ever taken for my Schizoaffective Bipolar Type disorder, and I have tried seven different anti-psychotics prior to starting Vraylar. I was in a manic state when I took this medicine the first time, and shortly after the first dose the mania stopped completely. I am not experiencing any side effects whatsoever from Vraylar. This medicine has the efficacy of Clozaril, without all of the nasty side effects. I am truly grateful this medicine exists, without it I would have probably been hospitalized. Overall, I am extremely happy with this medication and I am so happy I finally found something that works for me.",0,42,9
"Cariprazine","Not for me personally","January 2, 2017","-","<b>Vraylar (cariprazine):</b>			 I'm happy to see that this drug has worked for some but it certainly did not work right for me.  After the initial days getting it into my system I started crying for no reason multiple times a day.  I figured I was just getting used to it and stuck with it through the dosage increase. The following day I basically cried all day and had suicidal thoughts that I just could not seem to get out of my head.  My Dr had me stop taking it immediately and we performed a genomind DNA test to see which drugs would work for me. Vrylar showed up on the High Risk list along with a number of other anti-psychotics.  Unfortunately my list of treatment options for Bipolar I is not very long.",0,26,9
"Cariprazine","Anonymous","December 27, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I've been on Vraylar for almost two weeks now and I don't seem to notice a difference. I do have hopes, as my doctor thinks I need to stick with it but I've been having severe mixed episodes since right before I started taking it (I'm not blaming this on the medicine but I want something to work quickly and it's not for me). I have been feeling restless but extremely tired. Like I'll go out to do a bunch of errands because I can't sit still but then drive right back home once I'm out because I'm so exhausted. I went from taking it at night, do the day, to back at night because it was making me tired. Also, severe blurred vision which I heard will go away. Very expensive.",0,16,9
"Cariprazine","Makb1992","December 10, 2016","-","I've been diagnosed first as bipolar, then it changed to borderline personality disorder with schizophrenic like symptoms such as a repeating voice telling me that I want to die. I was hurting myself as well. After taking vraylar I'm basically all better. Hurting myself doesn't even cross my mind anymore, and the voice is completely gone. I feel normal. No side effects besides it makes me a little tired. When I go off it, I'm good for about a week, then I start to not feel right anymore. I don't get sick or have withdrawals off it, but I start to feel not right in my skin, and I start to have anxiety and worry a lot. I can't turn off my mind at night sometimes. But then I just have to get back on vraylar and its all good again.",10,2,9
"Cariprazine","Catzzz","December 10, 2016","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 It seems now to not be working as well with my depression as it did 2 1/2 months ago. My psych upped the dose from 3 mg. to 6 about 8 days ago  and I still feel depressed.  Has anyone else experienced Vraylar pooping out on them?",0,17,9
"Cariprazine","cookie 1234","December 7, 2016","-","<b>Vraylar (cariprazine):</b>			 Terrible experience on vraylar, upset stomach, insomnia, felt like the flu upon stopping, would not take again.  Glad I stopped after 5 days easier to detox.   Had almost the same experience on saphris , which caused hairloss as well and rough detoxing.",0,14,10
"Cariprazine","Aukward","November 26, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 Even though reading the other reviews gave me so much hope, after just 1 week at 1.5 mg, the side effects are just too much for me. 12 hours after taking it, I feel like I've got stomach flu and vomit violently. Also since starting I feel lethargic, will suddenly fall asleep, and I'm an absolute grump to be around. Currently taking lithium and lamotrigine which can't seem to get a grip on the swings.",0,11,10
"Cariprazine","Anonymous","November 17, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I've been on this medication for about a week now and I must say that out of all other medications I have been on, Vraylar is working pretty well. The only side effects that I have experienced has been an upset set stomach. I'm sleeping better and hopefully it continues.",0,13,10
"Cariprazine","P.J. GA.","November 11, 2016","-","<b>Vraylar (cariprazine):</b>			 My wife has been on everything for bipolar. the Dr. added Vraylar to Bupropion, clonazepam and lithium.  At first We thought it was amazing. She went from curled up in bed to going places and doing things. Her manic episodes had been limited to rage, and after starting Vraylar, they seemed to become euphoric just prior to turning radically disphoric. The get up and go turned to akathesia. It tapered off to simply loose it's efficacy. going up to 3 mg just brought the same roller coaster. My wife is treatment resistant to many meds. If you choose to try this medication, please look out for these side effects, and keep your optimism in check.",0,22,10
"Cariprazine","Jenny C.","November 5, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I have Bipolar 2 plus Panic Disorder. I started Vraylar about 10 days ago and have had a wonderful experience. It has made my days feel more stable and helped keep me calm at night when my panic attacks come. Looking forward to healing more and more.  FYI my cocktail is: Lamictal Amitriptyline Ativan Guanfacine (motor tics) Liothyronine (hypothyroid) I'm not sure yet if insurance will cover the expense of the drug, but for now I'm maxed out on my out of pocket for the year, so it's free. I guess I'll find out in January how much it will really cost. Reading reviews of this drug really freaked me out at first, but now I'm so glad I tried it. Give it a try for a few days!",0,21,10
"Cariprazine","mikrw33","October 18, 2016","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I remember eagerly waiting for this medicine to come out, and when it finally did, I think I must've been one of if not the only patient my psychiatrist had on it. At first, while taking it in the morning, I felt super nauseated (lost weight from it actually), and felt like I didn't want to get out of bed for anything. So I started taking it at night, which helped a little, but then it suddenly became stimulating for me, so I started taking it in the morning again. That's when I started noticing the therapeutic benefit setting in, which took roughly a week to start setting in. I quit taking it a month and a half later because of akathisia, but decided to give it another go here recently, and haven't really had any problems.",0,24,10
"Cariprazine","ReillyGirl","October 6, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I have only taken Vraylar for 5 days. The first three times I took it at night and was able to fall asleep but could not stay asleep. Each night it was worse - like wake up at 1:30 am and never go back to sleep. So I skipped a day (don't ask me why?) and then took it in the morning. Hugh difference! I have slept so much better since switching it to the morning.That is the only side effect I have had so far. I haven't really noticed any difference in my moods yet but it is really early.  The only other medication I take is lamictal (past 8 years) which has been a miracle drug for me but doesn't conquer the nagging depression that never seems to go away. I have high hopes for Vraylar! Use the drug coupon that you can download from their web!",0,27,10
"Cariprazine","izzy26","September 30, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I usually don't read reviews on medication because I want to give the drug an unbiased try.  After 5 weeks on Vraylart the lowest dose, here are my adverse reactions:  insomnia, panic, paranoia, fear, mania, easily startled, itching, rash, decreased vision, dry cough, gerd, upset stomach, increased urination, loose stool.  The insomnia started immediately.  I would sleep a couple of hours and then be wide awake.  The drug wore me out because of all the resulting side effects. I had no side effects on Seroquel and, after discontinuing the Vraylar, I am relieved to be back on it.",0,16,10
"Cariprazine","Janine P","September 17, 2016","-","<b>Vraylar (cariprazine):</b>			 Started to feel ok the first week but once Doctor upped dose to 3 mg all heck broke loose . Massive anxiety panic attacks and loss of sleep . Felt like I was loosing my mind .",0,24,10
"Cariprazine","kiss me arse","September 13, 2016","-","<b>Vraylar (cariprazine):</b>			 this medicine is bad news",0,16,10
"Cariprazine","BigD420","September 12, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 My psychiatrist raised my dose to 3mg after 1.5 dose dose was ineffective. After 4 days, I have woke up delusional that goes away in 5 minutes. I don't know if it was the medicine or the mixture of it and the other medicines I take.",0,9,10
"Cariprazine","Ernieb23","September 10, 2016","-","<b>Vraylar (cariprazine):</b>			 I started to take vraylar 1.5 mg about two weeks ago and at first I noticed right away I just felt better, my mood was up, I had a sense of humor again but about a week ago I started to have problems with my binge eating again and even though I feel ok I can't seem to stop eating this makes me feel very out of control and sad.  The last three days I haven't been able to sleep I can't focus my thoughts I don't feel good any more.  I'm hoping to go off vraylar today or tomorrow after I talk to my doctor.",0,15,10
"Cariprazine","Zoe May","September 5, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I was only on 1.5 mg Vraylar for 3 days. I had severe side effects which lasted 5 days after my doc pulled me off of this poison. The psychic and physical pain was absolute torture. The suicidal ideation I'd been experiencing prior to Vraylar ramped up big time. Every cell in my body was in screaming. My doc took me off it after 3 days. What he neglected to mention is that Vraylar stays in your system for 2 weeks. The This is my 9th day off of Vraylar and I'm finally beginning to feel better. Have had night sweats the last 3 days so my body is detoxing the Vraylar. I've been in treatment for refractory bipolar 1 mixed episodes MDD for 27 years, and Vraylar was far and away the worst experience I've had on a med, and I've been on them all.",0,27,10
"Cariprazine","zach bipolar","August 26, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 This Med is a wonder drug it has kept my highs normal and my lows alot better. I am not suicidal anymore i am nowhere near as depressed as i was. my moods have been the same a couple mood swings but i am only on 3mg so i still have some room to go up its the best medicine out there i have been on alot of them.",0,29,10
"Cariprazine","clarice starling","August 21, 2016","-","<b>Vraylar (cariprazine):</b>			 I've run the gamut of bi polar meds...you name it I've probably tried it. well this med has been a difference maker. no side effects that I can recognize, better mood, more talkative, less depressed and I also have ocd, it has helped that in a big way. I feel kinda free! its coupled with zoloft and seroquel and I think I've found my niche!",0,27,10
"Cariprazine","hugoboy","August 18, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I am updating my last post in hopes that this new drug is able to help others as it has helped me....Since my last post, I feel quite alive in many ways----BEFORE VRAYLAR--BED, 20 HOURS MINIMUN....SUICIDAL IDEATION--HOPELESSNESS-CONST. CRYING,-DOOMED, LOSS OF INTEREST IN EVERYTHING!.....Fast forward--Yesterday I ran for groceries, got gas for the car, walked the dog, trimmed a few shrubs and ran to the casino with a friend, plus I sleep better...I got a coupon for the first month, and need Dr. approval for the rest,which I did not know during my last post.. but I've been on everything, and pray I get this....God bless all-THERE IS HOPE FOR YOU!!",0,47,10
"Cariprazine","Moosmannman","August 17, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I began at 1.5 then titrated to 3mg dosage. At first, I loved the medicine, as it completely eliminated my depressive symptoms and helped regulate my sleep. However, after being on the medicine for two weeks, I developed Akisthesia and was told to stop. However, for those who do not experience TDS or EPS from the medicine, I imagine this will be a solid option to consider. Just be warned- the most common side effect listed is restlessness, which hit me hard and fast.",0,20,10
"Cariprazine","starlight77","August 16, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 So I have been on almost every anti-psychotic out there. So now my pdoc put me on Vraylar. I was going through a bad mixed episode, severe depression, not leaving the house, racing thoughts, etc. The Vraylar has helped with all of that. My pdoc started me at 1.5mg for 2 days then upped it to 3mg. The depression got better almost immediately but now I'm having extreme anxiety- can't stop moving my leg. So he increased it yesterday to 4.5mg &amp; so far no change in the anxiety but its only been 1 day. I'm just hoping the anxiety is due to the episode &amp; not a side effect of this med. Altho now I'm feeling a tad manic. Also, sleep has been an issue. It makes me sleepy but I sleep restlestless &amp; wake up at 7am, but I'm wide and rested so its ok.",0,19,10
"Cariprazine","Sudo","August 16, 2016","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 Hi, this is an updated experience.  I have now been on Vraylar for just under 2 months.  Once the side effects (PAIN!!! Lack of sleep, blurred vision) wore off, it really became a miracle. Even other people notice a difference.  I did have to increase my dose, which caused severe tiredness and restlessness for a few days, but all in all it wasn't horrible. If you've been on stuff like Geodon, the tiredness isn't even comparable, but definitely tired.  My biggest issue is the weight gain. I have BED on top of Bipolar and this has made my BED rear it's ugly head BAD. But, my doctor wants me to keep with the meds because he feels it's a side effect that will wear off.  Overall, very happy with my improvement.",0,16,10
"Cariprazine","Cmaxine","August 5, 2016","-","<b>Vraylar (cariprazine):</b>			 After reading the previous reviews I wasn't expecting much. Boy was I wrong! This has been the best three months that I have had in sixteen years. I'm alert, full of energy, strong enough to carry daily activities. I can play with my eight grandchildren, participate in spiritual activities, etc. I feel like someone has turned on a switch to my life. Best of all my insurance covered it. No need for naps any more.",0,32,10
"Cariprazine","Phil C.","July 11, 2016","-","<b>Vraylar (cariprazine):</b>			 I started it about 2 weeks ago. I'm already on 6mg. I can say without a doubt this is my favorite medicine I've been on. It helps so much where it is needed. I have an addiction problem. this medicine works with your dopamine level which generally makes you happier if you truly are not happy and helps you to NOT USE. I haven't felt this good since I was a kid. I had no side affects after the first 3 days.",0,22,10
"Cariprazine","Bereal","July 8, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 Started taking it today, 1.5mg, hour later headache,  blurred vision. Dizzness, hate it",0,12,10
"Cariprazine","Jnetk2199","July 4, 2016","-","<b>Vraylar (cariprazine):</b>			 Was having a bad dysphoric Mixed state. Was having racing thoughts that were highly illogical. I couldn't stand myself. After 2 to 3 days on the drug I started feeling better and had the best sleep I'd had in years. So far I highly recommend.",0,17,10
"Cariprazine","Ptdennisj","July 3, 2016","-","<b>Vraylar (cariprazine):</b>			 I am titrating on 3 mg of Vraylar for week 2 and all my agitation is gone. I feel calm and sensible now. I'm tapering off of seroquel so I do not know how beneficial it will be with sleep but there's less sedation during the day which is a plus. I would recommend vraylar because of its low side effects profile.",0,27,10
"Cariprazine","Anonymous","July 1, 2016","Taken for 1 to 6 months","This medicine pushed me into psychosis and extreme mania. I would run upwards of 6 miles a night and still have energy. With all that running I still managed to gain 25lbs. I would barely sleep 3 hours a night. I eventually wrecked my car and was hospitalized, doctors told me I additionally had akathisia and medicine induced psychosis. Once I came off this drug I felt a total difference in my mood. I'm now on Prozac and Buspar and while I still have depression I can manage most days. No more manic or psychotic episodes.",1,1,10
"Cariprazine","Sudo","June 25, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I will update after I've been on longer, but I basically feel stoned, very hard time sleeping, feel like I was hit by a truck and my teeth HURT. Mentally I feel no difference, but do feel more friendly. Thankful I have insurance because it's $1200 for a month supply.",0,14,11
"Cariprazine","TC-","June 7, 2016","-","<b>Vraylar (cariprazine):</b>			 Did not work for me. made me very tired at first then couldn't sleep through night after the 3rd day of taking. On the 4th day I developed  Akathisia which was quite miserable. discontinued after this occurred. If you feel like this is starting I'd stop immediately!",0,26,11
"Cariprazine","tessamess","May 31, 2016","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 It worked for me. In the beginning I thought it wasn't working, but it was just building up I guess. I was still having auditory hallucinations when I did too much stuff and didn't sleep properly, but that was just me. The Vraylar stopped my delusions of  everyone is trying to modify me or everyone is plotting to put me in the mental hospital. I am getting along fine with everyone now! Unfortunately, even with the copay, I can't afford it. So I'm switching to another antipsychotic. Just sharing that this medication does work.  My blood sugar didn't go sky high, which was a huge fear of mine because I did go full blown diabetic and had to be hospitalized on other antipsychotics ( which I will not name). I did not gain any weight.",0,38,11
"Cariprazine","Easheatk","May 5, 2016","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I react different than others on most Meds.  I took Vraylar for 4 days it helped with my moods but the side effects out weighed the good to it. It made me sick to my stomach, couldn't drive, had to sleep throughout the whole day, hot flashes, dehydration.  It was horrible and I couldn't handle how bad it made me feel.",0,22,11
"Cariprazine","RMCC","April 29, 2016","-","<b>Vraylar (cariprazine):</b>			 I have tried abilify (worked but caused massive weight gain) and latuda (worked at first, then just made me restless and agitated) and now vraylar for depression/mixed episodes in BP II.  I have only been on it for about a week, but I noticed a HUGE difference in my mood and agitation. I do not feel depressed and hopeless, and am no longer agitated at all. I hope this med continues to work! It is VERY expensive, but you can go on the website and get a savings card where you only pay $15/month.",0,40,11
"Cariprazine","Leaf4","April 12, 2016","-","<b>Vraylar (cariprazine):</b>			 My daughter has been taking Vraylar for 3 weeks after trying MANY other meds for bp depression. The others had made no difference in her sadness, only side effects. 3 days after starting vraylar she is a new person.  Happy, sleeping well. She has not needed Xanax since vraylar.  Went from crying everyday to doing schoolwork, activities with friends.  Only negative is the outrageous cost.  Working on that as it is not at all affordable.",0,57,11
